,Date,Time,Transaction,Item,Weekday
12183,2/1/2017,16:01:23,5771,Coffee,Wednesday
12184,2/1/2017,16:01:23,5771,Hot chocolate,Wednesday
12185,2/1/2017,16:20:57,5772,Bread,Wednesday
12186,2/1/2017,16:39:12,5773,Juice,Wednesday
12187,2/1/2017,16:39:12,5773,Cookies,Wednesday
12188,2/1/2017,16:39:12,5773,Brownie,Wednesday
12189,2/1/2017,16:39:12,5773,Alfajores,Wednesday
12190,2/1/2017,16:39:12,5773,Coffee,Wednesday
12191,2/1/2017,17:04:48,5774,Tea,Wednesday
12192,2/1/2017,17:04:48,5774,Truffles,Wednesday
12193,2/1/2017,17:04:48,5774,Cookies,Wednesday
12194,2/1/2017,17:05:42,5775,Coffee,Wednesday
12195,2/1/2017,17:05:42,5775,Coke,Wednesday
12196,2/2/2017,8:35:24,5776,Bread,Thursday
12197,2/2/2017,9:04:21,5777,Coffee,Thursday
12198,2/2/2017,9:04:21,5777,Bread,Thursday
12200,2/2/2017,9:04:21,5777,Toast,Thursday
12201,2/2/2017,9:06:04,5778,Bread,Thursday
12202,2/2/2017,9:06:04,5778,Bread,Thursday
12203,2/2/2017,9:06:04,5778,Coffee,Thursday
12204,2/2/2017,9:20:05,5779,Cookies,Thursday
12205,2/2/2017,9:20:53,5780,Coffee,Thursday
12206,2/2/2017,9:20:53,5780,Bread,Thursday
12207,2/2/2017,9:39:22,5781,Farm House,Thursday
12208,2/2/2017,9:51:37,5782,Bread,Thursday
12209,2/2/2017,10:08:43,5783,Coffee,Thursday
12210,2/2/2017,10:08:43,5783,Cookies,Thursday
12211,2/2/2017,10:20:51,5784,Baguette,Thursday
12212,2/2/2017,10:28:47,5785,Bread,Thursday
12213,2/2/2017,10:28:47,5785,Bread,Thursday
12214,2/2/2017,10:50:50,5786,Alfajores,Thursday
12215,2/2/2017,11:07:59,5787,Juice,Thursday
12216,2/2/2017,11:07:59,5787,Hot chocolate,Thursday
12217,2/2/2017,11:07:59,5787,Coffee,Thursday
12218,2/2/2017,11:07:59,5787,Tea,Thursday
12219,2/2/2017,11:07:59,5787,Pastry,Thursday
12220,2/2/2017,11:07:59,5787,Brownie,Thursday
12221,2/2/2017,11:20:16,5788,Coffee,Thursday
12222,2/2/2017,11:20:16,5788,Coffee,Thursday
12223,2/2/2017,11:20:16,5788,Bread,Thursday
12224,2/2/2017,11:20:55,5789,Cake,Thursday
12225,2/2/2017,11:20:55,5789,Coffee,Thursday
12226,2/2/2017,11:25:46,5790,Coffee,Thursday
12227,2/2/2017,11:25:46,5790,Cake,Thursday
12228,2/2/2017,11:26:02,5791,Bread,Thursday
12229,2/2/2017,11:28:36,5792,Bread,Thursday
12230,2/2/2017,11:28:36,5792,Bread,Thursday
12231,2/2/2017,11:48:02,5793,Juice,Thursday
12232,2/2/2017,11:48:02,5793,Tea,Thursday
12233,2/2/2017,11:48:02,5793,Bread,Thursday
12234,2/2/2017,11:48:02,5793,Cake,Thursday
12235,2/2/2017,11:49:05,5794,Tea,Thursday
12236,2/2/2017,11:49:05,5794,Bread,Thursday
12237,2/2/2017,11:49:05,5794,Cookies,Thursday
12238,2/2/2017,11:49:05,5794,Sandwich,Thursday
12239,2/2/2017,11:49:05,5794,Juice,Thursday
12240,2/2/2017,12:00:31,5795,Bread,Thursday
12241,2/2/2017,12:00:31,5795,Cake,Thursday
12242,2/2/2017,12:21:56,5796,Coke,Thursday
12243,2/2/2017,12:21:56,5796,Alfajores,Thursday
12244,2/2/2017,12:21:56,5796,Hot chocolate,Thursday
12245,2/2/2017,12:39:26,5797,Cake,Thursday
12246,2/2/2017,12:44:35,5798,Sandwich,Thursday
12247,2/2/2017,12:46:33,5799,Tea,Thursday
12248,2/2/2017,12:46:33,5799,Cake,Thursday
12249,2/2/2017,12:46:33,5799,Pastry,Thursday
12250,2/2/2017,13:01:10,5800,Bread,Thursday
12251,2/2/2017,13:01:10,5800,Coffee,Thursday
12252,2/2/2017,13:01:10,5800,Coffee,Thursday
12253,2/2/2017,13:01:10,5800,Soup,Thursday
12254,2/2/2017,13:01:10,5800,Soup,Thursday
12255,2/2/2017,13:01:10,5800,Bread,Thursday
12256,2/2/2017,13:01:10,5800,Farm House,Thursday
12257,2/2/2017,13:12:50,5801,Sandwich,Thursday
12258,2/2/2017,13:12:50,5801,Bread,Thursday
12259,2/2/2017,13:38:08,5802,Tea,Thursday
12260,2/2/2017,13:38:08,5802,Mineral water,Thursday
12261,2/2/2017,13:38:08,5802,Soup,Thursday
12262,2/2/2017,13:38:08,5802,Cake,Thursday
12263,2/2/2017,14:00:10,5803,Bread,Thursday
12264,2/2/2017,14:00:10,5803,Chicken Stew,Thursday
12265,2/2/2017,14:00:10,5803,Sandwich,Thursday
12266,2/2/2017,14:00:10,5803,Coffee,Thursday
12267,2/2/2017,14:02:09,5804,Medialuna,Thursday
12268,2/2/2017,14:02:45,5805,Jam,Thursday
12269,2/2/2017,14:02:45,5805,Scandinavian,Thursday
12270,2/2/2017,14:09:18,5806,Cake,Thursday
12271,2/2/2017,14:11:05,5807,Juice,Thursday
12272,2/2/2017,14:11:05,5807,Coffee,Thursday
12273,2/2/2017,14:11:05,5807,Coffee,Thursday
12274,2/2/2017,14:11:05,5807,Bare Popcorn,Thursday
12275,2/2/2017,14:11:05,5807,Salad,Thursday
12276,2/2/2017,14:11:05,5807,Extra Salami or Feta,Thursday
12277,2/2/2017,14:11:05,5807,Spanish Brunch,Thursday
12278,2/2/2017,14:11:05,5807,Farm House,Thursday
12279,2/2/2017,14:12:19,5808,Bare Popcorn,Thursday
12280,2/2/2017,14:15:43,5809,Valentine's card,Thursday
12281,2/2/2017,14:39:51,5810,Tea,Thursday
12282,2/2/2017,14:39:51,5810,Sandwich,Thursday
12283,2/2/2017,14:39:51,5810,Bread,Thursday
12284,2/2/2017,14:39:51,5810,Cake,Thursday
12285,2/2/2017,14:42:59,5811,Tea,Thursday
12286,2/2/2017,14:42:59,5811,Tea,Thursday
12287,2/2/2017,14:42:59,5811,Spanish Brunch,Thursday
12288,2/2/2017,14:42:59,5811,Chicken Stew,Thursday
12289,2/2/2017,14:42:59,5811,Fudge,Thursday
12290,2/2/2017,14:42:59,5811,Alfajores,Thursday
12291,2/2/2017,14:43:25,5812,Coffee,Thursday
12292,2/2/2017,15:10:20,5813,Coffee,Thursday
12293,2/2/2017,15:10:20,5813,Pastry,Thursday
12294,2/2/2017,15:10:20,5813,Bread,Thursday
12295,2/2/2017,15:15:08,5814,Bread,Thursday
12296,2/2/2017,15:15:08,5814,Alfajores,Thursday
12297,2/2/2017,15:17:33,5815,Coffee,Thursday
12298,2/2/2017,15:17:33,5815,Coffee,Thursday
12299,2/2/2017,15:17:33,5815,Cookies,Thursday
12300,2/2/2017,15:35:46,5816,Bread,Thursday
12301,2/2/2017,15:44:42,5817,Coffee,Thursday
12302,2/2/2017,15:58:52,5818,Coffee,Thursday
12303,2/2/2017,15:58:52,5818,Coffee,Thursday
12304,2/2/2017,15:58:52,5818,Juice,Thursday
12305,2/2/2017,15:58:52,5818,Cake,Thursday
12306,2/2/2017,15:58:52,5818,Alfajores,Thursday
12307,2/2/2017,15:59:20,5819,Hot chocolate,Thursday
12308,2/2/2017,16:04:26,5820,Coke,Thursday
12309,2/2/2017,16:04:26,5820,Sandwich,Thursday
12310,2/2/2017,16:11:51,5821,Bread,Thursday
12311,2/2/2017,16:16:48,5822,Baguette,Thursday
12312,2/2/2017,16:37:15,5823,Coffee,Thursday
12313,2/2/2017,16:37:15,5823,Bread,Thursday
12314,2/2/2017,16:37:15,5823,Cookies,Thursday
12315,2/2/2017,16:37:15,5823,Juice,Thursday
12316,2/2/2017,17:34:16,5824,Coffee,Thursday
12317,2/2/2017,17:34:16,5824,Cake,Thursday
12318,2/3/2017,8:37:31,5826,Bread,Friday
12319,2/3/2017,8:54:47,5827,Bread,Friday
12320,2/3/2017,9:02:10,5828,Bread,Friday
12321,2/3/2017,9:02:10,5828,Toast,Friday
12322,2/3/2017,9:05:25,5829,Bread,Friday
12323,2/3/2017,9:05:25,5829,Tea,Friday
12324,2/3/2017,9:05:25,5829,Toast,Friday
12325,2/3/2017,9:05:25,5829,Cake,Friday
12326,2/3/2017,9:08:45,5830,Toast,Friday
12327,2/3/2017,9:08:45,5830,Bread,Friday
12328,2/3/2017,9:09:56,5831,Cookies,Friday
12329,2/3/2017,9:29:18,5832,Coffee,Friday
12330,2/3/2017,9:29:18,5832,Coffee,Friday
12331,2/3/2017,9:29:18,5832,Toast,Friday
12332,2/3/2017,9:41:13,5833,Bread,Friday
12333,2/3/2017,9:41:13,5833,Pastry,Friday
12334,2/3/2017,9:55:37,5834,Bread,Friday
12335,2/3/2017,9:55:37,5834,Hot chocolate,Friday
12336,2/3/2017,9:55:37,5834,Medialuna,Friday
12337,2/3/2017,10:27:06,5835,Farm House,Friday
12338,2/3/2017,10:41:45,5836,Coffee,Friday
12340,2/3/2017,10:44:28,5837,Farm House,Friday
12341,2/3/2017,10:44:28,5837,Gingerbread syrup,Friday
12342,2/3/2017,10:50:03,5838,Coffee,Friday
12343,2/3/2017,10:50:03,5838,Coffee,Friday
12344,2/3/2017,10:50:03,5838,Coffee,Friday
12345,2/3/2017,10:50:03,5838,Bread,Friday
12346,2/3/2017,10:50:03,5838,Pastry,Friday
12347,2/3/2017,10:50:03,5838,Alfajores,Friday
12348,2/3/2017,10:56:48,5839,Coffee,Friday
12349,2/3/2017,10:56:48,5839,Sandwich,Friday
12350,2/3/2017,10:56:48,5839,Baguette,Friday
12351,2/3/2017,10:58:45,5840,Coffee,Friday
12352,2/3/2017,10:58:45,5840,Medialuna,Friday
12353,2/3/2017,10:59:28,5841,Bread,Friday
12354,2/3/2017,11:08:32,5842,Scandinavian,Friday
12355,2/3/2017,11:10:03,5843,Cookies,Friday
12356,2/3/2017,11:10:03,5843,Bread,Friday
12357,2/3/2017,11:10:03,5843,Bread,Friday
12358,2/3/2017,11:14:50,5844,Coke,Friday
12359,2/3/2017,11:22:03,5845,Medialuna,Friday
12360,2/3/2017,11:22:03,5845,Pastry,Friday
12361,2/3/2017,11:24:15,5846,Coffee,Friday
12362,2/3/2017,11:24:15,5846,Tea,Friday
12363,2/3/2017,11:24:15,5846,Toast,Friday
12364,2/3/2017,11:24:44,5847,Alfajores,Friday
12365,2/3/2017,11:25:13,5848,Bread,Friday
12366,2/3/2017,11:35:15,5849,Coffee,Friday
12367,2/3/2017,11:35:15,5849,Bread,Friday
12368,2/3/2017,11:35:15,5849,Bread,Friday
12369,2/3/2017,11:36:00,5850,Coffee,Friday
12370,2/3/2017,11:36:00,5850,Bread,Friday
12371,2/3/2017,11:36:00,5850,Sandwich,Friday
12372,2/3/2017,11:41:14,5851,Coffee,Friday
12373,2/3/2017,11:41:14,5851,Alfajores,Friday
12374,2/3/2017,11:46:19,5852,Truffles,Friday
12375,2/3/2017,11:46:19,5852,Juice,Friday
12376,2/3/2017,11:46:19,5852,Coffee,Friday
12377,2/3/2017,11:46:19,5852,Bread,Friday
12378,2/3/2017,11:46:19,5852,Pastry,Friday
12379,2/3/2017,11:46:19,5852,Scone,Friday
12380,2/3/2017,11:48:12,5853,Scandinavian,Friday
12381,2/3/2017,11:48:12,5853,Bread,Friday
12382,2/3/2017,11:49:40,5854,Bread,Friday
12383,2/3/2017,12:10:51,5855,Tea,Friday
12384,2/3/2017,12:10:51,5855,Soup,Friday
12385,2/3/2017,12:11:58,5856,Soup,Friday
12386,2/3/2017,12:11:58,5856,Truffles,Friday
12387,2/3/2017,12:13:27,5857,Soup,Friday
12388,2/3/2017,12:13:27,5857,Scone,Friday
12389,2/3/2017,12:13:27,5857,Tea,Friday
12390,2/3/2017,12:14:53,5858,Truffles,Friday
12391,2/3/2017,12:14:53,5858,Sandwich,Friday
12392,2/3/2017,12:17:05,5859,Soup,Friday
12393,2/3/2017,12:17:05,5859,Coffee,Friday
12395,2/3/2017,12:18:22,5860,Cake,Friday
12396,2/3/2017,12:26:43,5861,Soup,Friday
12397,2/3/2017,12:36:28,5862,Coffee,Friday
12398,2/3/2017,12:36:28,5862,Toast,Friday
12399,2/3/2017,12:37:30,5863,Bread,Friday
12400,2/3/2017,13:11:24,5864,Bread,Friday
12401,2/3/2017,13:19:18,5865,Tea,Friday
12402,2/3/2017,13:19:18,5865,Bread,Friday
12403,2/3/2017,13:25:19,5866,Coffee,Friday
12404,2/3/2017,13:25:19,5866,Chicken Stew,Friday
12405,2/3/2017,13:25:19,5866,Toast,Friday
12406,2/3/2017,13:49:10,5867,Bread,Friday
12408,2/3/2017,13:54:28,5868,Sandwich,Friday
12409,2/3/2017,13:54:28,5868,Coffee,Friday
12410,2/3/2017,13:54:28,5868,Cake,Friday
12411,2/3/2017,13:54:28,5868,Coffee,Friday
12412,2/3/2017,13:54:28,5868,Sandwich,Friday
12413,2/3/2017,13:58:51,5869,Cake,Friday
12414,2/3/2017,14:00:52,5870,Cookies,Friday
12415,2/3/2017,14:00:52,5870,Bread,Friday
12416,2/3/2017,14:19:46,5871,Coffee,Friday
12417,2/3/2017,14:19:46,5871,Hot chocolate,Friday
12418,2/3/2017,14:19:46,5871,Juice,Friday
12419,2/3/2017,14:19:46,5871,Truffles,Friday
12420,2/3/2017,14:19:46,5871,Mineral water,Friday
12421,2/3/2017,14:19:46,5871,Sandwich,Friday
12422,2/3/2017,14:19:46,5871,Sandwich,Friday
12423,2/3/2017,14:30:08,5872,Coffee,Friday
12424,2/3/2017,14:30:08,5872,Sandwich,Friday
12425,2/3/2017,14:31:08,5873,Coffee,Friday
12426,2/3/2017,14:31:08,5873,Bread,Friday
12427,2/3/2017,14:49:20,5874,Tea,Friday
12428,2/3/2017,14:49:20,5874,Coffee,Friday
12429,2/3/2017,14:49:20,5874,Bread,Friday
12430,2/3/2017,14:55:02,5875,Afternoon with the baker,Friday
12431,2/3/2017,15:11:25,5876,Tea,Friday
12432,2/3/2017,15:11:25,5876,Cookies,Friday
12433,2/3/2017,15:14:12,5877,Coffee,Friday
12434,2/3/2017,15:14:12,5877,Soup,Friday
12435,2/3/2017,15:14:59,5878,Soup,Friday
12436,2/3/2017,15:14:59,5878,Coffee,Friday
12437,2/3/2017,15:47:52,5879,Farm House,Friday
12438,2/3/2017,15:57:43,5880,Coffee,Friday
12439,2/3/2017,15:57:43,5880,Cake,Friday
12440,2/3/2017,15:58:07,5881,Coffee,Friday
12441,2/3/2017,15:58:49,5882,Coffee,Friday
12442,2/3/2017,16:06:26,5883,Coffee,Friday
12443,2/3/2017,16:06:26,5883,Tea,Friday
12444,2/3/2017,16:27:43,5884,Bread,Friday
12445,2/3/2017,16:27:43,5884,Bread,Friday
12446,2/3/2017,16:27:43,5884,Eggs,Friday
12447,2/3/2017,16:38:18,5885,Baguette,Friday
12448,2/3/2017,16:38:18,5885,Scandinavian,Friday
12449,2/3/2017,16:43:37,5886,Coffee,Friday
12450,2/3/2017,16:43:37,5886,Bread,Friday
12451,2/3/2017,16:44:34,5887,Coffee,Friday
12452,2/3/2017,16:44:34,5887,Scone,Friday
12453,2/3/2017,16:53:20,5888,Eggs,Friday
12454,2/3/2017,16:53:20,5888,Hot chocolate,Friday
12455,2/3/2017,16:53:20,5888,Coffee,Friday
12456,2/3/2017,16:53:20,5888,Alfajores,Friday
12457,2/3/2017,17:19:08,5889,Bread,Friday
12458,2/3/2017,17:19:08,5889,Tea,Friday
12459,2/4/2017,7:56:19,5890,Coffee,Saturday
12460,2/4/2017,8:30:07,5891,Coffee,Saturday
12461,2/4/2017,9:06:33,5892,Cake,Saturday
12462,2/4/2017,9:08:41,5893,Pastry,Saturday
12463,2/4/2017,9:08:41,5893,Baguette,Saturday
12464,2/4/2017,9:17:08,5894,Coffee,Saturday
12465,2/4/2017,9:17:08,5894,Coffee,Saturday
12466,2/4/2017,9:17:08,5894,Toast,Saturday
12469,2/4/2017,9:31:32,5895,Extra Salami or Feta,Saturday
12470,2/4/2017,9:31:32,5895,Coffee,Saturday
12471,2/4/2017,9:35:29,5896,Bread,Saturday
12472,2/4/2017,9:35:29,5896,Pastry,Saturday
12473,2/4/2017,9:45:28,5897,Scandinavian,Saturday
12474,2/4/2017,9:48:52,5898,Pastry,Saturday
12475,2/4/2017,9:48:52,5898,Coffee,Saturday
12477,2/4/2017,9:53:10,5899,Coffee,Saturday
12478,2/4/2017,9:53:10,5899,Coffee,Saturday
12479,2/4/2017,9:53:10,5899,Cookies,Saturday
12480,2/4/2017,9:55:03,5900,Coffee,Saturday
12481,2/4/2017,9:57:01,5901,Farm House,Saturday
12482,2/4/2017,10:00:04,5902,Farm House,Saturday
12483,2/4/2017,10:00:04,5902,Cake,Saturday
12484,2/4/2017,10:03:11,5903,Coffee,Saturday
12485,2/4/2017,10:03:11,5903,Coffee,Saturday
12486,2/4/2017,10:08:58,5904,Coffee,Saturday
12487,2/4/2017,10:21:23,5905,Coffee,Saturday
12488,2/4/2017,10:21:23,5905,Bread,Saturday
12489,2/4/2017,10:21:23,5905,Bread,Saturday
12490,2/4/2017,10:21:23,5905,Pastry,Saturday
12491,2/4/2017,10:22:25,5906,Bread,Saturday
12493,2/4/2017,10:23:04,5907,Toast,Saturday
12494,2/4/2017,10:23:04,5907,Truffles,Saturday
12495,2/4/2017,10:23:04,5907,Bread,Saturday
12497,2/4/2017,10:30:23,5908,Bread,Saturday
12498,2/4/2017,10:32:18,5909,Jam,Saturday
12499,2/4/2017,10:37:20,5910,Coffee,Saturday
12500,2/4/2017,10:37:20,5910,Coffee,Saturday
12502,2/4/2017,10:38:41,5911,Coffee,Saturday
12503,2/4/2017,10:39:03,5912,Bread,Saturday
12504,2/4/2017,10:48:59,5913,Coffee,Saturday
12505,2/4/2017,10:49:38,5914,Tea,Saturday
12506,2/4/2017,10:49:38,5914,Coffee,Saturday
12507,2/4/2017,10:49:38,5914,Cake,Saturday
12508,2/4/2017,10:58:00,5915,Coffee,Saturday
12509,2/4/2017,10:58:00,5915,Coffee,Saturday
12510,2/4/2017,10:58:00,5915,Brownie,Saturday
12511,2/4/2017,11:03:22,5916,Farm House,Saturday
12512,2/4/2017,11:05:02,5917,Coffee,Saturday
12513,2/4/2017,11:07:58,5918,Sandwich,Saturday
12514,2/4/2017,11:07:58,5918,Coffee,Saturday
12515,2/4/2017,11:09:58,5919,Farm House,Saturday
12516,2/4/2017,11:09:58,5919,Pastry,Saturday
12517,2/4/2017,11:21:36,5920,Tea,Saturday
12518,2/4/2017,11:21:36,5920,Truffles,Saturday
12519,2/4/2017,11:24:33,5921,Bread,Saturday
12520,2/4/2017,11:38:07,5922,Bread,Saturday
12521,2/4/2017,11:42:00,5923,Hot chocolate,Saturday
12522,2/4/2017,11:45:01,5924,Bread,Saturday
12523,2/4/2017,11:45:01,5924,Baguette,Saturday
12524,2/4/2017,11:45:37,5925,Bread,Saturday
12525,2/4/2017,11:48:15,5926,Bread,Saturday
12526,2/4/2017,11:49:21,5927,Scandinavian,Saturday
12527,2/4/2017,11:49:21,5927,Farm House,Saturday
12528,2/4/2017,11:51:05,5928,Pastry,Saturday
12529,2/4/2017,11:51:05,5928,Bread,Saturday
12530,2/4/2017,11:51:30,5929,Sandwich,Saturday
12531,2/4/2017,11:56:40,5930,Bread,Saturday
12532,2/4/2017,11:56:40,5930,Baguette,Saturday
12533,2/4/2017,11:57:39,5931,Coffee,Saturday
12534,2/4/2017,11:57:39,5931,Coffee,Saturday
12535,2/4/2017,11:57:39,5931,Hot chocolate,Saturday
12536,2/4/2017,11:57:39,5931,Cake,Saturday
12537,2/4/2017,11:58:58,5932,Coffee,Saturday
12538,2/4/2017,11:58:58,5932,Pastry,Saturday
12539,2/4/2017,12:00:50,5933,Coffee,Saturday
12540,2/4/2017,12:00:50,5933,Coffee,Saturday
12541,2/4/2017,12:05:08,5934,Coffee,Saturday
12542,2/4/2017,12:05:08,5934,Coffee,Saturday
12544,2/4/2017,12:05:08,5934,Cake,Saturday
12545,2/4/2017,12:05:08,5934,Brownie,Saturday
12546,2/4/2017,12:07:39,5935,The Nomad,Saturday
12547,2/4/2017,12:07:39,5935,Granola,Saturday
12548,2/4/2017,12:07:39,5935,Coffee,Saturday
12549,2/4/2017,12:07:39,5935,Coffee,Saturday
12550,2/4/2017,12:07:39,5935,Cookies,Saturday
12551,2/4/2017,12:07:39,5935,Pastry,Saturday
12552,2/4/2017,12:07:39,5935,Scone,Saturday
12553,2/4/2017,12:07:39,5935,Tea,Saturday
12554,2/4/2017,12:08:09,5936,Coffee,Saturday
12555,2/4/2017,12:10:08,5937,Bread,Saturday
12556,2/4/2017,12:10:08,5937,Fudge,Saturday
12557,2/4/2017,12:10:08,5937,Cookies,Saturday
12558,2/4/2017,12:11:28,5938,Scandinavian,Saturday
12559,2/4/2017,12:11:28,5938,Alfajores,Saturday
12560,2/4/2017,12:15:44,5939,Scone,Saturday
12561,2/4/2017,12:15:44,5939,Coffee,Saturday
12562,2/4/2017,12:19:44,5940,Bread,Saturday
12563,2/4/2017,12:19:44,5940,Pastry,Saturday
12564,2/4/2017,12:19:44,5940,Coffee,Saturday
12565,2/4/2017,12:24:46,5941,Tea,Saturday
12566,2/4/2017,12:24:46,5941,Alfajores,Saturday
12567,2/4/2017,12:24:46,5941,Pastry,Saturday
12568,2/4/2017,12:26:36,5942,Pastry,Saturday
12569,2/4/2017,12:26:36,5942,Coffee,Saturday
12570,2/4/2017,12:26:36,5942,Coffee,Saturday
12571,2/4/2017,12:33:29,5943,Sandwich,Saturday
12572,2/4/2017,12:33:29,5943,Sandwich,Saturday
12573,2/4/2017,12:38:34,5944,Cake,Saturday
12574,2/4/2017,12:42:33,5945,Medialuna,Saturday
12575,2/4/2017,12:42:33,5945,Bread,Saturday
12576,2/4/2017,12:44:36,5946,Coffee,Saturday
12577,2/4/2017,12:44:36,5946,Brownie,Saturday
12578,2/4/2017,12:44:36,5946,Cake,Saturday
12579,2/4/2017,12:49:53,5947,Cake,Saturday
12580,2/4/2017,12:49:53,5947,Cookies,Saturday
12581,2/4/2017,12:49:53,5947,Tea,Saturday
12582,2/4/2017,12:49:53,5947,Smoothies,Saturday
12583,2/4/2017,12:49:53,5947,Coffee,Saturday
12585,2/4/2017,12:51:42,5948,Tea,Saturday
12586,2/4/2017,12:51:42,5948,Coffee,Saturday
12587,2/4/2017,12:51:42,5948,Truffles,Saturday
12588,2/4/2017,12:52:39,5949,Bread,Saturday
12589,2/4/2017,12:52:39,5949,Brownie,Saturday
12590,2/4/2017,12:55:55,5950,Coffee,Saturday
12591,2/4/2017,12:55:55,5950,Spanish Brunch,Saturday
12592,2/4/2017,13:05:51,5951,Scandinavian,Saturday
12593,2/4/2017,13:08:48,5952,Cookies,Saturday
12594,2/4/2017,13:10:59,5953,Coffee,Saturday
12595,2/4/2017,13:10:59,5953,Mineral water,Saturday
12596,2/4/2017,13:10:59,5953,Bread,Saturday
12597,2/4/2017,13:20:16,5954,Spanish Brunch,Saturday
12598,2/4/2017,13:20:16,5954,Juice,Saturday
12599,2/4/2017,13:20:16,5954,Coffee,Saturday
12600,2/4/2017,13:20:16,5954,Coffee,Saturday
12601,2/4/2017,13:20:16,5954,Toast,Saturday
12603,2/4/2017,13:21:59,5955,Scone,Saturday
12604,2/4/2017,13:38:56,5956,Tea,Saturday
12605,2/4/2017,13:38:56,5956,Sandwich,Saturday
12606,2/4/2017,13:40:38,5957,Brownie,Saturday
12607,2/4/2017,13:40:38,5957,Coffee,Saturday
12608,2/4/2017,13:40:38,5957,Coffee,Saturday
12610,2/4/2017,13:42:36,5958,Sandwich,Saturday
12611,2/4/2017,13:42:36,5958,Sandwich,Saturday
12612,2/4/2017,13:42:36,5958,Bread,Saturday
12613,2/4/2017,13:42:36,5958,Coffee,Saturday
12614,2/4/2017,14:00:05,5959,Bread,Saturday
12615,2/4/2017,14:00:05,5959,Bread,Saturday
12616,2/4/2017,14:18:23,5960,Coffee,Saturday
12617,2/4/2017,14:18:23,5960,Coffee,Saturday
12618,2/4/2017,14:18:23,5960,Chicken Stew,Saturday
12619,2/4/2017,14:18:23,5960,Soup,Saturday
12620,2/4/2017,14:18:23,5960,Sandwich,Saturday
12621,2/4/2017,14:19:44,5961,Sandwich,Saturday
12622,2/4/2017,14:19:44,5961,Sandwich,Saturday
12623,2/4/2017,14:19:44,5961,Salad,Saturday
12624,2/4/2017,14:19:44,5961,Coffee,Saturday
12625,2/4/2017,14:19:44,5961,Coffee,Saturday
12626,2/4/2017,14:19:44,5961,Cake,Saturday
12627,2/4/2017,14:37:49,5962,Cake,Saturday
12628,2/4/2017,14:40:54,5963,Coffee,Saturday
12629,2/4/2017,14:46:29,5964,Cake,Saturday
12630,2/4/2017,14:46:29,5964,Scone,Saturday
12631,2/4/2017,14:50:06,5965,Scone,Saturday
12632,2/4/2017,14:50:06,5965,Coffee,Saturday
12633,2/4/2017,14:50:06,5965,Coffee,Saturday
12634,2/4/2017,14:50:06,5965,Coffee,Saturday
12635,2/4/2017,14:50:06,5965,Cake,Saturday
12636,2/4/2017,14:52:04,5966,Cake,Saturday
12637,2/4/2017,14:52:04,5966,Brownie,Saturday
12638,2/4/2017,14:54:37,5967,Salad,Saturday
12639,2/4/2017,14:54:37,5967,Sandwich,Saturday
12640,2/4/2017,14:54:37,5967,Tea,Saturday
12641,2/4/2017,14:54:37,5967,Tea,Saturday
12642,2/4/2017,14:54:37,5967,Scone,Saturday
12643,2/4/2017,14:54:37,5967,Cookies,Saturday
12644,2/4/2017,14:56:27,5968,Chicken Stew,Saturday
12645,2/4/2017,14:56:27,5968,Truffles,Saturday
12646,2/4/2017,14:56:27,5968,Juice,Saturday
12647,2/4/2017,14:58:07,5969,Coffee,Saturday
12648,2/4/2017,14:58:07,5969,Alfajores,Saturday
12649,2/4/2017,14:58:07,5969,Spanish Brunch,Saturday
12650,2/4/2017,15:15:03,5970,Coffee,Saturday
12651,2/4/2017,15:16:26,5971,Hot chocolate,Saturday
12652,2/4/2017,15:16:26,5971,Coffee,Saturday
12653,2/4/2017,15:16:26,5971,Cake,Saturday
12654,2/4/2017,15:22:18,5972,Coffee,Saturday
12655,2/4/2017,15:22:18,5972,Cake,Saturday
12656,2/4/2017,15:30:42,5973,Cake,Saturday
12657,2/4/2017,15:30:42,5973,Cake,Saturday
12658,2/4/2017,15:30:42,5973,Coffee,Saturday
12659,2/4/2017,15:30:42,5973,Hot chocolate,Saturday
12660,2/4/2017,15:31:18,5974,Sandwich,Saturday
12661,2/4/2017,15:32:20,5975,Cookies,Saturday
12662,2/4/2017,15:50:03,5976,Brownie,Saturday
12663,2/4/2017,15:50:03,5976,Coffee,Saturday
12664,2/4/2017,15:52:55,5977,Bread,Saturday
12665,2/4/2017,15:53:51,5978,Cake,Saturday
12666,2/4/2017,15:53:51,5978,Cake,Saturday
12667,2/4/2017,15:53:51,5978,Coffee,Saturday
12668,2/4/2017,15:59:23,5979,Coffee,Saturday
12669,2/4/2017,15:59:23,5979,Salad,Saturday
12670,2/4/2017,16:15:02,5980,Coffee,Saturday
12671,2/4/2017,16:15:02,5980,Cake,Saturday
12672,2/4/2017,16:15:02,5980,Cake,Saturday
12673,2/4/2017,16:16:30,5981,Cake,Saturday
12674,2/4/2017,16:16:30,5981,Salad,Saturday
12675,2/4/2017,16:16:30,5981,Valentine's card,Saturday
12676,2/4/2017,16:18:05,5982,Scandinavian,Saturday
12677,2/4/2017,16:19:52,5983,Bread,Saturday
12678,2/4/2017,16:19:52,5983,Coffee,Saturday
12679,2/4/2017,16:33:02,5984,Brownie,Saturday
12680,2/4/2017,16:39:21,5985,Tea,Saturday
12681,2/4/2017,16:39:21,5985,Tea,Saturday
12682,2/4/2017,16:39:21,5985,Soup,Saturday
12683,2/4/2017,16:39:21,5985,Juice,Saturday
